EVENT_DT,EVENT_EFFECTIVE_GMT_TS,SOURCE_CHANNEL_CD,SOURCE_EVENT_ID,SOURCE_EVENT_DESC_TXT,CORE_EVENT_TYPE_NM,CORE_EVENT_SUBTYPE_NM,CORE_EVENT_NM_NOUN_NM,ORIGINATING_CONTACT_POINT,DESTINATION_CONTACT_POINT,OTHER_ATTRIBUTES,RELATED_PRODUCT,COMMUNICATION_EVENT_ATTRIBUTES,CORE_EVENT_SUBTYPE_2_NM,CORE_EVENT_SUBTYPE_3_NM,POST_EVENT,CUSTOM_ATTRIBUTE
10/17/2024,23:05,iph,bk-auto-loan-app-516,auto_loan_app_approved,ASL,ACQ,724,contact_point_7,contact_point_7,attribute_9,product_1,comm_event_10,CLM,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_6
10/17/2024,9:59,www,bk-card-cco-apply-517,pul_loan_app_post_bureau_decline,CSL,ACQ,697,contact_point_5,contact_point_2,attribute_3,product_8,comm_event_9,PRC,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_1
10/17/2024,21:55,mob,bk-card-cco-apply-518,cco_approve_edit_card,CRC,ACQ,667,contact_point_3,contact_point_7,attribute_10,product_7,comm_event_1,PRC,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_5
10/17/2024,3:47,www,bk-auto-loan-app-519,auto_loan_app_approved,ASL,ACQPL,758,contact_point_8,contact_point_6,attribute_3,product_1,comm_event_10,PRC,APPLY FOR LOAN,App Not Complete,custom_attr_6
10/17/2024,16:45,mob,bk-lending-cloe-fe-closing-520,cco_approve_edit_card,CRC,DEC,694,contact_point_3,contact_point_10,attribute_6,product_5,comm_event_3,DEC,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_3
10/17/2024,9:56,and,bk-auto-loan-app-521,cco_approve_edit_card,CSL,ACQPL,624,contact_point_8,contact_point_6,attribute_3,product_9,comm_event_8,PRC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_3
10/17/2024,9:22,www,bk-auto-loan-app-522,cco_approve_edit_card,CSL,ACQ,700,contact_point_4,contact_point_10,attribute_5,product_5,comm_event_6,CLM,APPLY FOR LOAN,App Not Complete,custom_attr_10
10/17/2024,12:57,mob,bk-lending-cloe-fe-closing-523,auto_loan_app_approved,CSL,ACQ,724,contact_point_6,contact_point_6,attribute_4,product_2,comm_event_4,CLM,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_10
10/17/2024,17:23,iph,bk-auto-loan-app-524,auto_loan_app_approved,ASL,ACQPL,767,contact_point_5,contact_point_8,attribute_9,product_10,comm_event_6,CLM,APPLY FOR LOAN,App Complete,custom_attr_2
10/17/2024,17:11,mob,bk-card-cco-apply-525,pul_loan_app_post_bureau_decline,ASL,DEC,691,contact_point_9,contact_point_6,attribute_5,product_1,comm_event_1,DEC,APPLY FOR LOAN,App Not Complete,custom_attr_8
10/17/2024,16:46,iph,bk-auto-loan-app-526,auto_loan_app_approved,ASL,DEC,750,contact_point_9,contact_point_6,attribute_2,product_7,comm_event_6,CLM,APPLY FOR LOAN,App Not Complete,custom_attr_9
10/17/2024,4:06,iph,bk-card-cco-apply-527,pul_loan_app_post_bureau_decline,CSL,DEC,709,contact_point_9,contact_point_6,attribute_10,product_10,comm_event_2,CLM,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_6
10/17/2024,22:45,iph,bk-auto-loan-app-528,pul_loan_app_post_bureau_decline,CRC,ACQPL,779,contact_point_10,contact_point_7,attribute_7,product_3,comm_event_9,DEC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_7
10/17/2024,21:17,www,bk-lending-cloe-fe-closing-529,pul_loan_app_post_bureau_decline,CSL,ACQ,662,contact_point_6,contact_point_6,attribute_1,product_6,comm_event_10,CLM,APPLY FOR LOAN,App Complete,custom_attr_6
10/17/2024,22:26,and,bk-lending-cloe-fe-closing-530,pul_loan_app_post_bureau_decline,CSL,ACQPL,738,contact_point_8,contact_point_8,attribute_6,product_6,comm_event_4,DEC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_1
10/17/2024,23:41,iph,bk-lending-cloe-fe-closing-531,auto_loan_app_approved,ASL,ACQPL,672,contact_point_1,contact_point_8,attribute_1,product_2,comm_event_8,CLM,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_4
10/17/2024,2:13,mob,bk-card-cco-apply-532,auto_loan_app_approved,CRC,DEC,676,contact_point_1,contact_point_4,attribute_6,product_9,comm_event_1,CLM,APPLY FOR LOAN,App Complete,custom_attr_8
10/17/2024,12:25,www,bk-card-cco-apply-533,auto_loan_app_approved,CRC,DEC,773,contact_point_3,contact_point_5,attribute_2,product_4,comm_event_3,CLM,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_3
10/17/2024,23:09,iph,bk-auto-loan-app-534,cco_approve_edit_card,CRC,DEC,708,contact_point_6,contact_point_6,attribute_9,product_5,comm_event_4,PRC,APPLY FOR LOAN,App Complete,custom_attr_8
10/17/2024,17:54,www,bk-card-cco-apply-535,cco_approve_edit_card,CSL,ACQPL,675,contact_point_10,contact_point_9,attribute_9,product_10,comm_event_8,PRC,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_9
10/17/2024,11:41,mob,bk-lending-cloe-fe-closing-536,pul_loan_app_post_bureau_decline,ASL,DEC,690,contact_point_8,contact_point_9,attribute_3,product_4,comm_event_8,CLM,APPLY FOR LOAN,App Not Complete,custom_attr_6
10/17/2024,11:03,www,bk-lending-cloe-fe-closing-537,pul_loan_app_post_bureau_decline,CSL,DEC,604,contact_point_9,contact_point_2,attribute_8,product_10,comm_event_10,CLM,APPLY FOR LOAN,App Complete,custom_attr_7
10/17/2024,7:03,mob,bk-card-cco-apply-538,auto_loan_app_approved,CSL,ACQ,756,contact_point_6,contact_point_9,attribute_3,product_8,comm_event_4,PRC,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_6
10/17/2024,3:05,iph,bk-auto-loan-app-539,pul_loan_app_post_bureau_decline,ASL,ACQ,692,contact_point_8,contact_point_9,attribute_8,product_1,comm_event_7,PRC,APPLY FOR LOAN,App Complete,custom_attr_4
10/17/2024,7:58,www,bk-card-cco-apply-540,pul_loan_app_post_bureau_decline,ASL,ACQ,651,contact_point_9,contact_point_10,attribute_5,product_7,comm_event_8,PRC,APPLY FOR LOAN,App Complete,custom_attr_5
10/17/2024,11:32,and,bk-lending-cloe-fe-closing-541,cco_approve_edit_card,CRC,ACQ,769,contact_point_10,contact_point_1,attribute_9,product_2,comm_event_4,CLM,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_4
10/17/2024,11:32,iph,bk-auto-loan-app-542,cco_approve_edit_card,CRC,ACQPL,799,contact_point_10,contact_point_1,attribute_1,product_4,comm_event_2,CLM,APPLY FOR LOAN,App Not Complete,custom_attr_9
10/17/2024,0:01,iph,bk-auto-loan-app-543,pul_loan_app_post_bureau_decline,ASL,ACQ,684,contact_point_3,contact_point_1,attribute_3,product_7,comm_event_10,DEC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_7
10/17/2024,11:41,www,bk-auto-loan-app-544,auto_loan_app_approved,CRC,ACQ,621,contact_point_6,contact_point_3,attribute_10,product_2,comm_event_2,DEC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_6
10/17/2024,4:39,and,bk-lending-cloe-fe-closing-545,pul_loan_app_post_bureau_decline,CRC,ACQPL,711,contact_point_4,contact_point_3,attribute_5,product_10,comm_event_5,PRC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_5
10/17/2024,21:01,and,bk-auto-loan-app-546,pul_loan_app_post_bureau_decline,CSL,ACQPL,705,contact_point_4,contact_point_7,attribute_6,product_6,comm_event_6,CLM,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_8
10/17/2024,10:34,www,bk-card-cco-apply-547,cco_approve_edit_card,CSL,ACQ,654,contact_point_10,contact_point_2,attribute_10,product_3,comm_event_7,CLM,APPLY FOR LOAN,App Complete,custom_attr_2
10/17/2024,17:32,mob,bk-auto-loan-app-548,cco_approve_edit_card,CSL,DEC,788,contact_point_6,contact_point_8,attribute_5,product_3,comm_event_5,CLM,APPLY FOR LOAN,App Not Complete,custom_attr_8
10/17/2024,8:10,and,bk-lending-cloe-fe-closing-549,cco_approve_edit_card,CSL,ACQPL,741,contact_point_5,contact_point_9,attribute_8,product_6,comm_event_1,PRC,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_4
10/17/2024,5:58,www,bk-lending-cloe-fe-closing-550,cco_approve_edit_card,CRC,ACQ,705,contact_point_5,contact_point_9,attribute_9,product_1,comm_event_10,DEC,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_7
10/17/2024,22:38,www,bk-auto-loan-app-551,pul_loan_app_post_bureau_decline,CRC,ACQ,765,contact_point_8,contact_point_6,attribute_2,product_2,comm_event_3,CLM,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_1
10/17/2024,7:33,iph,bk-card-cco-apply-552,pul_loan_app_post_bureau_decline,CRC,ACQ,693,contact_point_3,contact_point_3,attribute_5,product_2,comm_event_9,CLM,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_5
10/17/2024,2:29,iph,bk-card-cco-apply-553,pul_loan_app_post_bureau_decline,ASL,ACQ,647,contact_point_7,contact_point_5,attribute_3,product_5,comm_event_4,CLM,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_4
10/17/2024,22:24,and,bk-lending-cloe-fe-closing-554,pul_loan_app_post_bureau_decline,CRC,ACQ,707,contact_point_5,contact_point_9,attribute_9,product_4,comm_event_2,DEC,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_8
10/17/2024,17:40,www,bk-lending-cloe-fe-closing-555,cco_approve_edit_card,CRC,DEC,724,contact_point_9,contact_point_3,attribute_6,product_6,comm_event_6,DEC,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_3
10/17/2024,7:05,mob,bk-auto-loan-app-556,pul_loan_app_post_bureau_decline,CSL,ACQ,614,contact_point_8,contact_point_5,attribute_3,product_9,comm_event_8,PRC,APPLY FOR LOAN,App Not Complete,custom_attr_1
10/17/2024,12:39,and,bk-lending-cloe-fe-closing-557,auto_loan_app_approved,CRC,ACQ,675,contact_point_5,contact_point_10,attribute_1,product_3,comm_event_3,DEC,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_4
10/17/2024,10:46,and,bk-auto-loan-app-558,cco_approve_edit_card,CSL,ACQPL,721,contact_point_6,contact_point_6,attribute_6,product_8,comm_event_4,CLM,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_10
10/17/2024,1:31,iph,bk-card-cco-apply-559,cco_approve_edit_card,CRC,ACQPL,740,contact_point_6,contact_point_7,attribute_1,product_3,comm_event_10,PRC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_5
10/17/2024,5:06,www,bk-auto-loan-app-560,cco_approve_edit_card,CSL,DEC,701,contact_point_7,contact_point_7,attribute_3,product_4,comm_event_10,CLM,APPLY FOR LOAN,App Not Complete,custom_attr_10
10/17/2024,20:41,www,bk-auto-loan-app-561,cco_approve_edit_card,ASL,ACQPL,721,contact_point_7,contact_point_6,attribute_3,product_10,comm_event_6,CLM,APPLY FOR LOAN,App Complete,custom_attr_6
10/17/2024,7:11,and,bk-card-cco-apply-562,pul_loan_app_post_bureau_decline,CRC,DEC,704,contact_point_1,contact_point_6,attribute_4,product_8,comm_event_2,CLM,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_2
10/17/2024,2:05,www,bk-lending-cloe-fe-closing-563,pul_loan_app_post_bureau_decline,CSL,ACQ,673,contact_point_3,contact_point_1,attribute_6,product_9,comm_event_10,DEC,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_9
10/17/2024,11:29,mob,bk-card-cco-apply-564,cco_approve_edit_card,CSL,ACQPL,703,contact_point_1,contact_point_9,attribute_7,product_2,comm_event_7,CLM,APPLY FOR LOAN,App Complete,custom_attr_6
10/17/2024,11:23,mob,bk-auto-loan-app-565,cco_approve_edit_card,CSL,ACQPL,738,contact_point_5,contact_point_6,attribute_8,product_4,comm_event_8,PRC,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_3
10/17/2024,2:03,iph,bk-auto-loan-app-566,auto_loan_app_approved,CSL,ACQ,701,contact_point_4,contact_point_3,attribute_4,product_2,comm_event_10,PRC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_8
10/17/2024,11:39,www,bk-auto-loan-app-567,auto_loan_app_approved,ASL,ACQ,644,contact_point_10,contact_point_4,attribute_6,product_10,comm_event_2,PRC,APPLY FOR LOAN,App Complete,custom_attr_6
10/17/2024,10:36,and,bk-auto-loan-app-568,auto_loan_app_approved,ASL,DEC,689,contact_point_10,contact_point_1,attribute_2,product_9,comm_event_2,PRC,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_7
10/17/2024,19:09,iph,bk-auto-loan-app-569,pul_loan_app_post_bureau_decline,CRC,ACQPL,666,contact_point_7,contact_point_5,attribute_5,product_1,comm_event_8,DEC,APPLY FOR LOAN,App Complete,custom_attr_3
10/17/2024,11:56,www,bk-auto-loan-app-570,cco_approve_edit_card,CSL,ACQPL,634,contact_point_3,contact_point_2,attribute_4,product_10,comm_event_7,CLM,APPLY FOR LOAN,App Not Complete,custom_attr_7
10/17/2024,1:31,iph,bk-card-cco-apply-571,auto_loan_app_approved,ASL,ACQPL,603,contact_point_8,contact_point_3,attribute_5,product_1,comm_event_5,DEC,APPLY FOR LOAN,App Not Complete,custom_attr_6
10/17/2024,23:06,iph,bk-card-cco-apply-572,auto_loan_app_approved,CRC,ACQPL,797,contact_point_3,contact_point_7,attribute_6,product_3,comm_event_4,CLM,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_1
10/17/2024,2:40,www,bk-lending-cloe-fe-closing-573,auto_loan_app_approved,ASL,ACQPL,684,contact_point_5,contact_point_2,attribute_8,product_1,comm_event_3,DEC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_9
10/17/2024,9:06,and,bk-auto-loan-app-574,auto_loan_app_approved,CRC,ACQPL,799,contact_point_8,contact_point_5,attribute_2,product_2,comm_event_9,PRC,APPLY FOR LOAN,App Not Complete,custom_attr_6
10/17/2024,17:31,mob,bk-auto-loan-app-575,pul_loan_app_post_bureau_decline,CSL,ACQPL,693,contact_point_1,contact_point_3,attribute_2,product_2,comm_event_8,PRC,APPLY FOR LOAN,App Not Complete,custom_attr_4
10/17/2024,3:03,and,bk-lending-cloe-fe-closing-576,cco_approve_edit_card,CRC,ACQPL,657,contact_point_5,contact_point_10,attribute_9,product_3,comm_event_2,PRC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_9
10/17/2024,18:22,mob,bk-card-cco-apply-577,pul_loan_app_post_bureau_decline,CSL,ACQPL,640,contact_point_9,contact_point_7,attribute_7,product_7,comm_event_2,CLM,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_6
10/17/2024,19:11,iph,bk-lending-cloe-fe-closing-578,pul_loan_app_post_bureau_decline,CSL,ACQ,756,contact_point_5,contact_point_7,attribute_3,product_8,comm_event_4,DEC,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_9
10/17/2024,2:28,iph,bk-card-cco-apply-579,auto_loan_app_approved,ASL,ACQ,691,contact_point_10,contact_point_5,attribute_6,product_2,comm_event_3,PRC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_4
10/17/2024,20:35,mob,bk-card-cco-apply-580,pul_loan_app_post_bureau_decline,ASL,ACQ,711,contact_point_10,contact_point_1,attribute_4,product_5,comm_event_8,PRC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_9
10/17/2024,2:35,and,bk-card-cco-apply-581,pul_loan_app_post_bureau_decline,ASL,ACQPL,724,contact_point_3,contact_point_3,attribute_7,product_3,comm_event_8,DEC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_6
10/17/2024,21:22,mob,bk-auto-loan-app-582,pul_loan_app_post_bureau_decline,CRC,ACQ,639,contact_point_5,contact_point_10,attribute_2,product_5,comm_event_8,CLM,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_8
10/17/2024,20:26,and,bk-auto-loan-app-583,pul_loan_app_post_bureau_decline,CSL,ACQ,601,contact_point_1,contact_point_9,attribute_1,product_3,comm_event_8,DEC,APPLY FOR LOAN,App Complete,custom_attr_3
10/17/2024,17:12,iph,bk-lending-cloe-fe-closing-584,pul_loan_app_post_bureau_decline,ASL,ACQ,741,contact_point_4,contact_point_2,attribute_8,product_4,comm_event_9,DEC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_5
10/17/2024,14:13,mob,bk-lending-cloe-fe-closing-585,pul_loan_app_post_bureau_decline,ASL,ACQ,622,contact_point_9,contact_point_8,attribute_3,product_3,comm_event_7,CLM,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_8
10/17/2024,21:45,iph,bk-card-cco-apply-586,pul_loan_app_post_bureau_decline,CSL,ACQ,615,contact_point_10,contact_point_8,attribute_5,product_1,comm_event_1,PRC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_8
10/17/2024,3:02,and,bk-card-cco-apply-587,pul_loan_app_post_bureau_decline,CSL,ACQ,682,contact_point_7,contact_point_2,attribute_5,product_4,comm_event_5,DEC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_4
10/17/2024,22:42,and,bk-card-cco-apply-588,pul_loan_app_post_bureau_decline,CSL,DEC,781,contact_point_9,contact_point_5,attribute_3,product_3,comm_event_3,PRC,APPLY FOR LOAN,App Complete,custom_attr_7
10/17/2024,15:32,iph,bk-lending-cloe-fe-closing-589,cco_approve_edit_card,CSL,ACQ,738,contact_point_6,contact_point_7,attribute_8,product_10,comm_event_3,PRC,APPLY FOR LOAN,App Not Complete,custom_attr_1
10/17/2024,23:41,www,bk-auto-loan-app-590,pul_loan_app_post_bureau_decline,CSL,DEC,666,contact_point_10,contact_point_4,attribute_3,product_9,comm_event_7,PRC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_8
10/17/2024,5:22,and,bk-card-cco-apply-591,auto_loan_app_approved,CRC,ACQPL,655,contact_point_10,contact_point_1,attribute_4,product_4,comm_event_5,DEC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_5
10/17/2024,6:04,and,bk-auto-loan-app-592,cco_approve_edit_card,ASL,DEC,720,contact_point_6,contact_point_4,attribute_7,product_2,comm_event_2,DEC,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_6
10/17/2024,0:36,and,bk-card-cco-apply-593,cco_approve_edit_card,CRC,ACQPL,637,contact_point_7,contact_point_5,attribute_3,product_8,comm_event_8,PRC,APPLY FOR LOAN,App Not Complete,custom_attr_10
10/17/2024,19:39,mob,bk-auto-loan-app-594,auto_loan_app_approved,ASL,DEC,711,contact_point_6,contact_point_6,attribute_5,product_4,comm_event_1,PRC,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_4
10/17/2024,16:37,mob,bk-card-cco-apply-595,auto_loan_app_approved,CSL,DEC,789,contact_point_9,contact_point_8,attribute_8,product_6,comm_event_7,PRC,APPLY FOR LOAN,App Complete,custom_attr_9
10/17/2024,9:58,mob,bk-card-cco-apply-596,pul_loan_app_post_bureau_decline,CSL,ACQ,655,contact_point_4,contact_point_5,attribute_2,product_1,comm_event_3,PRC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_9
10/17/2024,2:51,www,bk-auto-loan-app-597,auto_loan_app_approved,CSL,ACQ,745,contact_point_4,contact_point_4,attribute_8,product_3,comm_event_7,PRC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_2
10/17/2024,21:56,iph,bk-auto-loan-app-598,cco_approve_edit_card,ASL,ACQ,606,contact_point_7,contact_point_9,attribute_9,product_7,comm_event_3,DEC,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_2
10/17/2024,2:03,iph,bk-lending-cloe-fe-closing-599,auto_loan_app_approved,ASL,ACQ,612,contact_point_5,contact_point_5,attribute_9,product_10,comm_event_7,PRC,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_5
10/17/2024,18:35,www,bk-auto-loan-app-600,auto_loan_app_approved,CSL,ACQ,634,contact_point_7,contact_point_6,attribute_3,product_3,comm_event_1,CLM,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_10
10/17/2024,12:12,iph,bk-auto-loan-app-601,auto_loan_app_approved,CRC,ACQ,670,contact_point_2,contact_point_5,attribute_7,product_4,comm_event_10,CLM,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_6
10/17/2024,13:14,www,bk-lending-cloe-fe-closing-602,pul_loan_app_post_bureau_decline,CRC,DEC,603,contact_point_3,contact_point_9,attribute_10,product_8,comm_event_1,DEC,APPLY FOR LOAN,App Not Complete,custom_attr_3
10/17/2024,17:13,mob,bk-auto-loan-app-603,auto_loan_app_approved,ASL,ACQPL,636,contact_point_2,contact_point_10,attribute_10,product_10,comm_event_2,DEC,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_6
10/17/2024,3:05,www,bk-auto-loan-app-604,auto_loan_app_approved,CSL,ACQPL,789,contact_point_1,contact_point_8,attribute_1,product_9,comm_event_1,PRC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_3
10/17/2024,4:13,iph,bk-lending-cloe-fe-closing-605,cco_approve_edit_card,CSL,ACQ,658,contact_point_4,contact_point_5,attribute_5,product_6,comm_event_7,DEC,APPLY FOR LOAN,App Complete,custom_attr_7
10/17/2024,16:46,www,bk-card-cco-apply-606,auto_loan_app_approved,CSL,ACQ,725,contact_point_9,contact_point_7,attribute_5,product_2,comm_event_4,CLM,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_2
10/17/2024,2:15,and,bk-lending-cloe-fe-closing-607,pul_loan_app_post_bureau_decline,CRC,DEC,600,contact_point_1,contact_point_5,attribute_5,product_6,comm_event_5,PRC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_8
10/17/2024,3:02,iph,bk-card-cco-apply-608,pul_loan_app_post_bureau_decline,ASL,DEC,670,contact_point_5,contact_point_3,attribute_6,product_9,comm_event_8,CLM,APPLY FOR LOAN,App Not Complete,custom_attr_6
10/17/2024,21:11,mob,bk-lending-cloe-fe-closing-609,auto_loan_app_approved,ASL,DEC,648,contact_point_4,contact_point_7,attribute_3,product_8,comm_event_5,DEC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_4
10/17/2024,14:43,iph,bk-auto-loan-app-610,cco_approve_edit_card,CRC,ACQ,793,contact_point_7,contact_point_5,attribute_1,product_6,comm_event_5,PRC,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_9
10/17/2024,8:39,mob,bk-card-cco-apply-611,pul_loan_app_post_bureau_decline,ASL,DEC,657,contact_point_7,contact_point_8,attribute_10,product_10,comm_event_7,CLM,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_7
10/17/2024,17:15,iph,bk-auto-loan-app-612,auto_loan_app_approved,CRC,ACQPL,610,contact_point_1,contact_point_2,attribute_2,product_7,comm_event_1,DEC,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_1
10/17/2024,1:19,mob,bk-card-cco-apply-613,cco_approve_edit_card,ASL,ACQ,684,contact_point_1,contact_point_1,attribute_9,product_2,comm_event_10,CLM,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_8
10/17/2024,14:11,iph,bk-lending-cloe-fe-closing-614,pul_loan_app_post_bureau_decline,ASL,ACQPL,632,contact_point_3,contact_point_6,attribute_10,product_9,comm_event_1,CLM,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_6
10/17/2024,19:51,www,bk-auto-loan-app-615,cco_approve_edit_card,CRC,ACQPL,637,contact_point_5,contact_point_7,attribute_4,product_4,comm_event_6,CLM,APPLY FOR LOAN,App Complete,custom_attr_6
10/17/2024,5:11,iph,bk-auto-loan-app-616,pul_loan_app_post_bureau_decline,ASL,DEC,687,contact_point_10,contact_point_10,attribute_1,product_10,comm_event_10,DEC,APPLY FOR LOAN,App Not Complete,custom_attr_4
10/17/2024,16:46,iph,bk-auto-loan-app-617,cco_approve_edit_card,CRC,DEC,604,contact_point_10,contact_point_10,attribute_2,product_4,comm_event_8,DEC,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_3
10/17/2024,19:05,mob,bk-card-cco-apply-618,pul_loan_app_post_bureau_decline,ASL,DEC,619,contact_point_1,contact_point_6,attribute_6,product_7,comm_event_1,DEC,APPLY FOR LOAN,App Not Complete,custom_attr_9
10/17/2024,2:42,and,bk-card-cco-apply-619,pul_loan_app_post_bureau_decline,CRC,ACQ,639,contact_point_7,contact_point_4,attribute_3,product_2,comm_event_9,CLM,APPLY FOR LOAN,App Complete,custom_attr_10
10/17/2024,21:47,iph,bk-card-cco-apply-620,cco_approve_edit_card,CRC,ACQPL,615,contact_point_1,contact_point_2,attribute_7,product_10,comm_event_5,PRC,OPEN CREDIT CARD ACCOUNT,App Complete,custom_attr_9
10/17/2024,21:59,mob,bk-card-cco-apply-621,pul_loan_app_post_bureau_decline,CRC,DEC,705,contact_point_5,contact_point_9,attribute_3,product_2,comm_event_6,DEC,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_9
10/17/2024,9:52,and,bk-lending-cloe-fe-closing-622,auto_loan_app_approved,ASL,ACQ,642,contact_point_4,contact_point_1,attribute_7,product_4,comm_event_10,CLM,APPLY FOR LOAN,App Complete,custom_attr_9
10/17/2024,15:36,mob,bk-card-cco-apply-623,auto_loan_app_approved,ASL,ACQPL,718,contact_point_7,contact_point_8,attribute_6,product_7,comm_event_6,CLM,APPLY FOR LOAN,App Complete,custom_attr_3
10/17/2024,20:14,mob,bk-card-cco-apply-624,pul_loan_app_post_bureau_decline,ASL,ACQ,717,contact_point_4,contact_point_3,attribute_7,product_8,comm_event_8,DEC,APPLY FOR CONSUMER LOAN,App Not Complete,custom_attr_5
10/17/2024,5:48,iph,bk-auto-loan-app-625,pul_loan_app_post_bureau_decline,CSL,ACQ,760,contact_point_6,contact_point_2,attribute_2,product_4,comm_event_8,PRC,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_5
10/17/2024,3:20,mob,bk-card-cco-apply-626,cco_approve_edit_card,CRC,ACQ,783,contact_point_7,contact_point_1,attribute_1,product_9,comm_event_7,DEC,APPLY FOR LOAN,App Complete,custom_attr_10
10/17/2024,0:50,and,bk-card-cco-apply-627,auto_loan_app_approved,CSL,DEC,652,contact_point_6,contact_point_4,attribute_7,product_1,comm_event_8,PRC,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_1
10/17/2024,17:04,iph,bk-lending-cloe-fe-closing-628,pul_loan_app_post_bureau_decline,CSL,DEC,621,contact_point_7,contact_point_2,attribute_2,product_7,comm_event_9,CLM,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_7
10/17/2024,17:15,and,bk-auto-loan-app-629,cco_approve_edit_card,CSL,ACQ,671,contact_point_7,contact_point_7,attribute_4,product_1,comm_event_3,DEC,APPLY FOR LOAN,App Complete,custom_attr_2
10/17/2024,1:34,mob,bk-lending-cloe-fe-closing-630,pul_loan_app_post_bureau_decline,CSL,ACQ,607,contact_point_1,contact_point_2,attribute_3,product_3,comm_event_6,PRC,OPEN CREDIT CARD ACCOUNT,App Not Complete,custom_attr_8
10/17/2024,20:53,and,bk-auto-loan-app-631,auto_loan_app_approved,CRC,DEC,703,contact_point_1,contact_point_5,attribute_3,product_2,comm_event_10,DEC,APPLY FOR CONSUMER LOAN,App Complete,custom_attr_2
